,Valley Youth Soccer League,,,Fresno 115.98 miles,,,http://clubs.bluesombrero.com/valleyyouthsoccerleague,
,Gold Nugget Soccer Club,,,Cool 116.01 miles,,,https://clubs.bluesombrero.com/goldnuggetsoccerclub,
,Clearlake Youth Soccer League,,,Clearlake 118.28 miles,,,,
,Cloverdale Youth Soccer League,,,Cloverdale 118.54 miles,,,https://cloverdaleyouthsoccer.com/,
,Nelson Soccer Club,,,Nelson 119.01 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638914,
,Mountain Area Youth Soccer League,,,Oakhurst 120.17 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=754915,
,Pinedale Soccer,,,clovis 120.28 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638892,
,Valley Oak SC,,,Fresno 120.43 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638826,
,Fugman Soccer Club,,,Fresno 121.15 miles,,,https://clubs.bluesombrero.com/fugmansoccerclub,
,Fort Washington SC,,,Fort Washington 121.28 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=639068,
,Liberty Soccer Club,,,clovis 121.31 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638980,
,Lincoln Soccer Club,,,Lincoln 121.36 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638969,
,North Fresno Youth Soccer League,,,North Fresno 121.83 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=744089,
,Copper Hills SC,,,Fresno 121.86 miles,,,https://clubs.bluesombrero.com/copperhIllssc,
,Maple Creek SC,,,fresno 122.32 miles,,,https://clubs.bluesombrero.com/maplecreeksoccerclub,
,Fresno Christian SC,,,Fresno 122.35 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=639035,
,Riverview SC,,,Fresno 122.41 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638870,
,Mountain View SC,,,Fresno 122.59 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638925,
,Soccer League for East Fresno Boys and Girls,,,East Fresno 122.6 miles,,,http://www.cencalcosmos.com/,
,Garfield Soccer Club,,,clovis 123.9 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=639002b,
,Cole Soccer Club,,,Clovis 124.24 miles,,,https://clubs.bluesombrero.com/colesoccerclub,
,Woods Soccer Club,,,Clovis 124.62 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638804,
,Fresno Metropolitan Youth Soccer League,,,Fresno 124.86 miles,,,https://fmysl.org/,
,Clovis Junior Soccer League,,,Clovis 125.04 miles,,,https://cloviscrossfire.com/,
,OLPH Soccer Club,,,Clovis 125.32 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638903,
,Roosevelt Youth Soccer League,,,Roosevelt 125.37 miles,,,https://www.sportsengine.com/org/roosevelt-youth-soccer-league,
,Century SC,,,Clovis 125.44 miles,,,https://clubs.bluesombrero.com/centurysc,
,Yuba Sutter Youth Soccer League,,,Yuba City 125.55 miles,,,https://clubs.bluesombrero.com/yubasutter,
,Dry Creek SC,,,Dry Creek 126.27 miles,,,https://clubs.bluesombrero.com/drycreeksoccerclub,
,Jefferson SC,,,Clovis 126.72 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=652482,
,Mickey Cox Soccer Club,,,Clovis 126.76 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638947,
,Miramonte SC,,,Miramonte 126.84 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638936,
,Clovis Elementary SC,,,Clovis 127.02 miles,,,https://clubs.bluesombrero.com/cloviselementarysc,
,FC Clovis,,,Clovis 127.04 miles,,,https://clubs.bluesombrero.com/clovisfc,
,Red Bank SC,,,clovis 127.16 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638881,
,Gettysburg SC,,,Clovis 127.27 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638991,
,Cedarwood SC,,,Clovis 127.42 miles,,,https://clubs.bluesombrero.com/cedarwoodsc,
,Boris Oraze SC,,,Fresno 127.73 miles,,,https://clubs.bluesombrero.com/borisorazesc,
,Bud Rank SC,,,Clovis 127.83 miles,,,https://clubs.bluesombrero.com/budranksc,
,Freedom Elementary,,,Clovis 128.27 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=639046,
,TK Soccer Club,,,Fresno 128.39 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=638837,
,Reagan SC,,,Clovis 129.32 miles,,,https://www.calnorth.org/sports.bluesombrero.com/reagansc,
,Konocti Youth Soccer League,,,Lakeport 130.31 miles,,,https://clubs.bluesombrero.com/konoctiyouthsoccerleague,
,Sanger Youth Soccer League,,,Sanger 135.54 miles,,,https://tshq.bluesombrero.com/Default.aspx?tabid=1874546,
,Selma Youth Soccer League,,,Selma 136.32 miles,,,https://clubs.bluesombrero.com/selmasoccer,
,Lemoore Youth Soccer League,,,Lemoore 136.35 miles,,,https://clubs.bluesombrero.com/lemoore,
,Ebbetts Pass Youth Soccer League,,,Ebbets Pass 140.56 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=755201,
,Kingsburg Youth Soccer League,,,Kingsburg 140.76 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=860939,
,Hanford Youth Soccer League,,,Hanford 142.1 miles,,,https://www.hanfordyouthsoccer.org/,
,Reedley-Kings Canyon Youth Soccer,,,Reedley/Kings Canyon 142.97 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=754695,
,Ukiah Valley Youth Soccer League,,,Ukiah 144.22 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=777397,
,Paradise Ridge YSC,,,Paradise Ridge 150.64 miles,,,,
,Oroville YSC,,,Oroville 150.69 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=754904,
,Visalia Youth Soccer Association,,,Visalia 159.18 miles,,,https://clubs.bluesombrero.com/visalia,
,Tulare Youth Soccer,,,Tulare 162.35 miles,,,https://www.tulareforce.com/,
,Willits Youth Soccer League,,,Willits 163.21 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=743484,
,Corning Youth Soccer League,,,Corning 179.47 miles,,,http://clubs.bluesombrero.com/corningysl,
,Porterville Youth Soccer League,,,Porterville 181.33 miles,,,http://www.portervillesoccer.com/,
,Red Bluff Youth Soccer League,,,Red Bluff 196.95 miles,,,https://clubs.bluesombrero.com/Default.aspx?tabid=676333,
,Golden Valley Youth Soccer League,,,209.59 miles,,,,
,Anderson Youth Soccer League,,,Anderson 216.02 miles,,,https://www.ayslca.com/,
,Lassen Youth Soccer League,,,Susanville 222.58 miles,,,http://clubs.bluesombrero.com/lassenyouthsoccerleague,
,Palo Cedro Youth Soccer Organization,,,Palo Cedro 223.47 miles,,,http://clubs.bluesombrero.com/palocedroyouthsoccer,
,Trinity Youth Soccer League,,,Weaverville 241.05 miles,,,https://clubs.bluesombrero.com/trinitysoccer,
,Eel River Valley Youth Soccer League,,,Fortuna 247.16 miles,,,https://eelriversoccer.com/,
