,Club,,,Albany-Avon Soccer Club,,,https://sites.google.com/district745.org/albanyavonsoccerclub/home,
,Alex Bunbury Soccer Academy,,,https://www.abunburysoccer.com/,
,Alexandria Area Soccer Association,,,https://www.alexandriasoccer.org/,
,Arrowhead Youth Soccer Association,,,http://www.arrowheadsoccer.com/,
,Austin Youth Soccer Association,,,http://www.austinyouthsoccer.org/,
,Blackhawks Soccer Club,,,https://blackhawksoccer.org/,
,Boreal FC,,,https://www.borealfc.com/,
,Cambridge-Isanti Soccer Club,,,https://www.cisoccer.org/,
,CC United Soccer Club,,,http://www.ccunitedsoccer.com/,
,Central Minnesota Youth Soccer Association,,,https://www.cmysa.org/,
,Central United Rush,,,https://centralunitedrush.com/,
,Club Deportivo Lobos,,,https://www.cdlobos.org/,
,Cold Spring Area Soccer Club,,,https://www.coldspringareasoccerclub.org/,
,Coon Rapids Soccer Association,,,https://www.crsoccer.org/,
,Crow River Soccer Club,,,http://www.crowriversoccer.com/site/,
,Detroit Lakes Youth Soccer Association,,,https://www.dlysa.com/,
,East Select Soccer,,,https://dulutheastsoccer.com/boys-soccer/tryouts/,
,Eden Prairie Soccer Club,,,https://www.epsoccerclub.com/,
,Fergus Falls Youth Soccer,,,http://fergusfalls.com/,
,Force Soccer Club,,,https://www.forcesc.org/,
,Fusion Soccer Club,,,https://www.fusionsoccermn.com/,
,Gitchi Gummi Soccer Club,,,https://www.gitchigummisoccer.com/,
,Great River Soccer Club,,,https://www.greatriversc.org/,
,Heartland Soccer Club,,,https://heartlandsoccer.wixsite.com/website,
,Joy of the People,,,https://www.joyofthepeople.org/,
,Keliix-Intra Soccer Club,,,https://intra.keliix.com/,
,Lakeville Soccer Club,,,http://www.lakevillesoccer.org/,
,Little Falls Soccer Club,,,http://www.lfsoccer.com/,
,Manitou F.C.,,,https://manitoufc.org/,
,Mankato United Soccer Club,,,https://www.mankatounited.org/,
,MapleBrook Soccer Club,,,https://www.maplebrooksoccer.com/,
,Marshall United Soccer Association,,,https://www.marshallyouthsoccer.com/,
,Minneapolis United Soccer Club,,,https://www.minneapolisunited.org/,
,Minnesota Rush,,,https://www.minnesotarush.com/,
,Mississippi Valley Soccer Club,,,https://www.lacrescentsoccer.org/,
,Murray County Soccer Club,,,https://www.facebook.com/Murray-County-Soccer-Club-1683718631887036/,
,New Prague Soccer Club,,,http://www.newpraguesoccer.com/,
,New Ulm United Soccer Association,,,https://www.newulmsoccer.org/,
,North Oaks Blast Soccer,,,https://www.northoakssoccer.org/,
,North Suburban Soccer Association,,,https://www.nssasoccer.org/,
,Northern Lights Soccer Club,,,https://www.arsports.org/soccer,
,Owatonna Soccer Association,,,https://www.owatonnasoccer.org/,
,Park Valley United FC,,,https://www.parkvalleyunitedfc.org/,
,PIZM Youth Soccer Club,,,https://leagues.bluesombrero.com/Default.aspx?tabid=958964,
,Princeton Youth Soccer Association,,,https://www.princetontigersoccer.org/,
,Prior Lake Soccer Club,,,https://www.priorlakesoccer.org/,
,Richfield Soccer Association,,,https://www.richfieldsoccer.org/,
,Rogers United Soccer Club,,,https://www.rogersunitedsoccer.org/,
,Salvo Soccer Club,,,http://www.salvosoccer.org/,
,Sartell Soccer Association,,,https://www.sartellsoccer.org/,
,Shakopee Soccer Association,,,https://www.shakopeesoccer.com/,
,Shattuck St. Mary's Soccer Academy,,,https://www.ssmathletics.org/sports/soccer/index,
,Skills FC,,,https://www.skillsfc.org/,
,Somali American Youth Enrichment Club,,,https://www.facebook.com/people/SAYEC/100057452177549/,
,Sporting Minnesota,,,https://www.sportingminnesota.com/,
,Sporting St. Croix,,,https://www.stcroixsoccer.org/,
,St. Anthony Soccer Club,,,https://www.saboosters.org/page/show/620861-soccer-,
,St. Michael Albertville Soccer Club,,,https://www.unitedfcrush.com/,
,Tonka United Soccer Association,,,https://www.tonkaunited.org/,
,Twin Cities Fire Soccer Club,,,http://firesoccerclub.com/,
,Twin Cities Rush Soccer Club,,,https://www.twincitiesrush.com/,
,Waseca Soccer Club,,,https://www.wasecasoccer.org/page/show/1132585-home,
,Wave Soccer Club,,,https://www.wavesoccer.org/,
,Willmar Soccer Association,,,https://www.willmarsoccer.com/,
,Worthington FC,,,https://www.facebook.com/WorthingtonFC1/about,
,Wright County Soccer,,,https://www.wrightcountysoccer.org/,
