,Eastern,Cedar Rapids,https://www.roughridershockey.com/,
,Eastern,Chicago,https://www.chicagosteelhockeyteam.com/,
,Eastern,Dubuque,https://www.dubuquefightingsaints.com/,
,Eastern,Green Bay,https://gamblershockey.com/,
,Eastern,Madison,https://www.madcapshockey.com/,
,Eastern,Muskegon,https://www.muskegonlumberjacks.com/,
,Eastern,Team USA,https://www.usahockeyntdp.com/,
,Eastern,Youngstown,https://www.youngstownphantoms.com/,
,Western,Des Moines,https://www.bucshockey.com/,
,Western,Fargo,https://www.fargoforce.com/,
,Western,Lincoln,https://www.lincolnstars.com/,
,Western,Omaha,https://www.lancers.com/,
,Western,Sioux City,https://www.musketeershockey.com/,
,Western,Sioux Falls,https://www.sfstampede.com/,
,Western,Tri-City,https://www.tricitystormhockey.com/,
,Western,Waterloo,https://www.waterlooblackhawks.com/,
